,annotation,plate.barcode,subannotation,tissue
N16.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
J1.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
K19.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M7.MAA000612.3_9_M.1.1,tuft_cell,,,Colon
N18.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P5.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
N20.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
P6.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
J2.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
K20.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M8.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
K21.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M11.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
N21.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P7.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
J3.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J4.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
L1.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M13.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
O1.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P8.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M15.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
O2.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
P9.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
J5.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
L2.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
L3.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M16.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
O3.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
P10.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
J6.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O4.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P12.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
J7.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
L4.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
M17.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
J10.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J9.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
L5.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
M19.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O5.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P13.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
L6.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
J13.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
L7.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
M20.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
M21.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
O7.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
P15.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
O6.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
P14.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
I2.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J14.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
L9.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M22.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O8.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
P16.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
I3.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J16.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
L11.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
N1.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O10.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P17.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
I4.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
J18.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L13.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
N2.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
O11.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P19.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
I5.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J19.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L14.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
N3.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O13.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
P20.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I6.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
K1.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
O14.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
P22.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L17.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
N4.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
I7.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
K2.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L18.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
N5.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O16.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
I12.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
K3.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
L19.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
N6.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O17.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
O18.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I13.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
K4.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
L22.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
N7.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
I14.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
K5.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
M1.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
N8.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
O20.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I16.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K7.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
M2.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
N9.MAA000612.3_9_M.1.1,goblet_cell,,2,Colon
O21.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I17.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K8.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M3.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
N11.MAA000612.3_9_M.1.1,cycling_undifferentiated_cell,,,Colon
O22.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I19.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K11.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M4.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
N12.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P2.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
I21.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K14.MAA000612.3_9_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M5.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
N14.MAA000612.3_9_M.1.1,enterocyte,,1,Colon
P3.MAA000612.3_9_M.1.1,amplifying_cell,,,Colon
A2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
B15.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
D5.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
F3.MAA000870.3_10_M.1.1,chromaffin_cell,,,Colon
G19.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
I6.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
J19.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L3.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
M14.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
A3.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
B16.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
D7.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
F5.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
G21.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
N19.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I8.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
L4.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
P3.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M15.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
A4.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
B18.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
D10.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
F9.MAA000870.3_10_M.1.1,chromaffin_cell,,,Colon
G22.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
N20.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I10.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J21.MAA000870.3_10_M.1.1,tuft_cell,,,Colon
L5.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
P4.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M17.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
B19.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
N21.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
D12.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
F11.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
H1.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
P5.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
I12.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
J22.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
B20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
D15.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
L7.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M18.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
N22.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P6.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
F16.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
M19.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
O1.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
P7.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
H2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
I13.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
L9.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
H3.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
I17.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
K4.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
A8.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
L11.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
M20.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
O2.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
B21.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
D16.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
F17.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
P8.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
B22.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
D19.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
F20.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
H6.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
I18.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K6.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L12.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
M21.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
O3.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
P11.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
A11.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
F21.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
H7.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
I19.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K8.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L14.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
M22.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
O4.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
P12.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
A13.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
C1.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
D20.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
F22.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
H8.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
I20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
K9.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
L15.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
N1.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
O5.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
P13.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
A15.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
C2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
D21.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
G1.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
H9.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
I21.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
K10.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
L16.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
N2.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
O7.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
P14.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
A16.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
C3.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
D22.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
E1.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
G2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
H10.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
I22.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
K11.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
L18.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
N3.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
O9.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
P15.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
A18.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
C4.MAA000870.3_10_M.1.1,goblet_cell,,2,Colon
K12.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
L19.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
N4.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
P16.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
A19.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
C6.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
E2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
G3.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
H11.MAA000870.3_10_M.1.1,chromaffin_cell,,,Colon
J1.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
A20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
L20.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
N5.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
O13.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
P17.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
C9.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
E4.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
G5.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
H12.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
K13.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
C10.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
P18.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
C13.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
E5.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
E8.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
G8.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
H17.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
G6.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
H15.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
J4.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K14.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
L21.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
N6.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
O14.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
J6.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
B1.MAA000870.3_10_M.1.1,goblet_cell,,2,Colon
C14.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
E11.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
K15.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
G9.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
H18.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J7.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
L22.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
N7.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
O15.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
P19.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K16.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
B2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
C18.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
E15.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
G10.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
H19.MAA000870.3_10_M.1.1,tuft_cell,,,Colon
J8.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
K17.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
M1.MAA000870.3_10_M.1.1,goblet_cell,,2,Colon
M2.MAA000870.3_10_M.1.1,enterocyte,,1,Colon
N9.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
O17.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
N8.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
P20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
P21.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
B5.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
H20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
J9.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
K18.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
M4.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
N10.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
O18.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
C20.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
E16.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
G11.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
P22.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
B6.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
C21.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
E18.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
G12.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
H21.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
J10.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
K19.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M5.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
N12.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
B7.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
C22.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
O19.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
E19.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
O20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
B8.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
G13.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
H22.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
J11.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
K20.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
M7.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
N13.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
D1.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
M8.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
N14.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
O21.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
E20.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
B9.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
D2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
G15.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
I2.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J12.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
K21.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
J16.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
K22.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
M9.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
N15.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
O22.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
E21.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
G16.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
I3.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
B11.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
E22.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
G17.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
I4.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
J17.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
L1.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
M12.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
N17.MAA000870.3_10_M.1.1,goblet_cell,,4,Colon
D3.MAA000870.3_10_M.1.1,cycling_undifferentiated_cell,,,Colon
P1.MAA000870.3_10_M.1.1,chromaffin_cell,,,Colon
A1.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
B13.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
D4.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
F2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
J18.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
L2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
M13.MAA000870.3_10_M.1.1,enterocyte,,2,Colon
N18.MAA000870.3_10_M.1.1,non-cycling_undifferentiated_cell,,,Colon
G18.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
P2.MAA000870.3_10_M.1.1,goblet_cell,,1,Colon
I5.MAA000870.3_10_M.1.1,amplifying_cell,,,Colon
A17.MAA000871.3_11_M.1.1,enterocyte,,1,Colon
A18.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A19.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A20.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A21.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
B1.MAA000871.3_11_M.1.1,cycling_undifferentiated_cell,,,Colon
A1.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
B3.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
B2.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A2.MAA000871.3_11_M.1.1,goblet_cell,,2,Colon
B4.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A3.MAA000871.3_11_M.1.1,non-cycling_undifferentiated_cell,,,Colon
B5.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A4.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A5.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A6.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A7.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A8.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A9.MAA000871.3_11_M.1.1,non-cycling_undifferentiated_cell,,,Colon
A10.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A11.MAA000871.3_11_M.1.1,amplifying_cell,,,Colon
A12.MAA000871.3_11_M.1.1,non-cycling_undifferentiated_cell,,,Colon
A13.MAA000871.3_11_M.1.1,enterocyte,,1,Colon
A14.MAA000871.3_11_M.1.1,enterocyte,,1,Colon
A15.MAA000871.3_11_M.1.1,enterocyte,,1,Colon
