,annotation,plate.barcode,subannotation,tissue,annotation_subannotation
F22.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
J22.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
L8.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
B21.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
M18.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
M19.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
O1.B002431.3_39_F.1.1,unknown,B002431,,Aorta,unknown
A18.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
B22.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
D4.B002431.3_39_F.1.1,unknown,B002431,,Aorta,unknown
A21.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
E18.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
G8.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
E20.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
G15.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
I19.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
L17.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
L19.B002431.3_39_F.1.1,unknown,B002431,,Aorta,unknown
I21.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
G20.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
L21.B002431.3_39_F.1.1,unknown,B002431,,Aorta,unknown
L22.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
P17.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
K17.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
P18.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
H8.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
K18.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
A5.B002431.3_39_F.1.1,unknown,B002431,,Aorta,unknown
P20.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
O15.B002431.3_39_F.1.1,unknown,B002431,,Aorta,unknown
P21.B002431.3_39_F.1.1,adipocytes,B002431,,Aorta,adipocytes
A12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B16.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C18.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
D22.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
F4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
E1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
A14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
C20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
E2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A15.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
B19.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
E3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A16.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
B20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
E4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
A18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
B21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
D1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B22.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
D2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
C2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D10.D041914.3_8_M.1.1,mesenchymal,D041914,b,Bladder,mesenchymal: b
C7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E15.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
A4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E17.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
E18.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
A5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D16.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
E19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
A8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
D18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
E22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
E21.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
D19.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
F1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
A10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
C16.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
D20.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
F2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
B15.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
K6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O17.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
P22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
C17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
D21.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
G8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
J2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H20.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
J3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
O18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
H21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
J4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N16.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
O20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
H22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
F8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
J5.D041914.3_8_M.1.1,mesenchymal,D041914,b,Bladder,mesenchymal: b
I1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
L12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G16.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
I2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
M16.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
N19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
N18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
P1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
N21.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
P3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
P4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G19.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
F12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G18.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
I4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L15.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
M18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
N22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
L16.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
F15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
G20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
I6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
L17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
M20.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
M19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
O2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
M21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
O3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F16.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
G21.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
O4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
H1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
G22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
I8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
L19.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
M22.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
I9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
H2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J16.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
K19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
L21.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
N2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
K18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
L20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
N1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
H4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I14.D041914.3_8_M.1.1,mesenchymal,D041914,b,Bladder,mesenchymal: b
J18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
K20.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
L22.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
N3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
J19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
K21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
M1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
I16.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
J20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
K22.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
M2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
F22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
H6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P15.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
G2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I17.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
J21.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
L1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I19.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
I18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
K1.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
J22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
L2.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P16.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
N9.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
G4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
I20.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
K2.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
L4.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N10.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O13.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P17.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
P18.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
H15.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
I21.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
K3.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
L5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M7.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N11.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O14.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
P19.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
G5.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
M8.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
N12.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
O15.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
P20.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
G6.D041914.3_8_M.1.1,mesenchymal,D041914,a,Bladder,mesenchymal: a
H16.D041914.3_8_M.1.1,luminal,D041914,a,Bladder,luminal: a
I22.D041914.3_8_M.1.1,luminal,D041914,b,Bladder,luminal: b
